,color,fullpath,length
492,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A012_11301549_C119_Proxy.mp4,7.291667
493,Gray and Malibu,E:\CLOUD FILM MEDIA\PROXIES\A012_11301549_C120_Proxy.mp4,28.5
494,Dolly and Malibu,E:\CLOUD FILM MEDIA\PROXIES\A012_11301550_C121_Proxy.mp4,14.041667
495,Gray,E:\CLOUD FILM MEDIA\PROXIES\A012_11301604_C122_Proxy.mp4,6.458333
496,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A012_11301604_C123_Proxy.mp4,78.708333
497,Gray,E:\CLOUD FILM MEDIA\PROXIES\A012_11301606_C124_Proxy.mp4,13.125
498,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A012_11301606_C125_Proxy.mp4,25.458333
499,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A012_11301607_C126_Proxy.mp4,31.5
500,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A012_11301607_C127_Proxy.mp4,323.833333
501,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A012_11301613_C128_Proxy.mp4,10.666667
502,Dolly and Malibu,E:\CLOUD FILM MEDIA\PROXIES\A012_11301613_C129_Proxy.mp4,1.166667
503,Gray and Dolly,E:\CLOUD FILM MEDIA\PROXIES\A012_11301613_C130_Proxy.mp4,8.666667
504,Gray,E:\CLOUD FILM MEDIA\PROXIES\A012_11301613_C131_Proxy.mp4,8.708333
505,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A012_11301614_C132_Proxy.mp4,96.0
506,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A012_11301615_C133_Proxy.mp4,21.125
507,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A012_11301616_C134_Proxy.mp4,23.958333
508,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A012_11301616_C135_Proxy.mp4,1.541667
509,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A012_11301616_C136_Proxy.mp4,61.541667
510,White and Gray,E:\CLOUD FILM MEDIA\PROXIES\A012_11301618_C137_Proxy.mp4,4.625
511,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A012_11301619_C138_Proxy.mp4,4.75
512,Gray,E:\CLOUD FILM MEDIA\PROXIES\A012_11301619_C139_Proxy.mp4,3.875
513,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A012_11301619_C140_Proxy.mp4,4.916667
514,Gray and Olive,E:\CLOUD FILM MEDIA\PROXIES\A012_11301619_C141_Proxy.mp4,8.833333
515,Gray and Olive,E:\CLOUD FILM MEDIA\PROXIES\A012_11301620_C142_Proxy.mp4,10.458333
516,Gray and Olive,E:\CLOUD FILM MEDIA\PROXIES\A012_11301620_C143_Proxy.mp4,6.958333
517,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A012_11301621_C144_Proxy.mp4,1.541667
518,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A012_11301621_C145_Proxy.mp4,11.291667
519,Gray and Anakiwa,E:\CLOUD FILM MEDIA\PROXIES\A012_11301621_C146_Proxy.mp4,6.125
520,Gray and Chartreuse,E:\CLOUD FILM MEDIA\PROXIES\A012_11301622_C147_Proxy.mp4,4.875
521,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A012_11301624_C148_Proxy.mp4,29.458333
522,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010126_C001_Proxy.mp4,9.958333
523,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010126_C002_Proxy.mp4,12.75
524,Gray and Navy,E:\CLOUD FILM MEDIA\PROXIES\A030_02010127_C003_Proxy.mp4,3.583333
525,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010127_C004_Proxy.mp4,6.583333
526,Navy and Olive,E:\CLOUD FILM MEDIA\PROXIES\A030_02010127_C005_Proxy.mp4,15.041667
527,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010128_C006_Proxy.mp4,13.291667
528,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010128_C007_Proxy.mp4,9.625
529,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010128_C008_Proxy.mp4,12.875
530,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010129_C009_Proxy.mp4,12.791667
531,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010129_C010_Proxy.mp4,4.166667
532,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010129_C011_Proxy.mp4,15.416667
533,Gray and Navy,E:\CLOUD FILM MEDIA\PROXIES\A030_02010130_C012_Proxy.mp4,14.416667
534,Gray and Navy,E:\CLOUD FILM MEDIA\PROXIES\A030_02010130_C013_Proxy.mp4,14.125
535,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010131_C014_Proxy.mp4,12.125
536,Teal and Purple,E:\CLOUD FILM MEDIA\PROXIES\A030_02010131_C015_Proxy.mp4,11.708333
537,Teal and Purple,E:\CLOUD FILM MEDIA\PROXIES\A030_02010131_C016_Proxy.mp4,10.541667
538,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010132_C017_Proxy.mp4,6.25
539,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010132_C018_Proxy.mp4,6.416667
540,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010212_C019_Proxy.mp4,44.708333
541,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010213_C020_Proxy.mp4,26.916667
542,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010214_C021_Proxy.mp4,20.125
543,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010215_C022_Proxy.mp4,17.041667
544,Teal and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010215_C023_Proxy.mp4,12.666667
545,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010215_C024_Proxy.mp4,10.541667
546,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010216_C025_Proxy.mp4,19.416667
547,Teal and Gray,E:\CLOUD FILM MEDIA\PROXIES\A030_02010216_C026_Proxy.mp4,4.458333
548,Teal and Gray,E:\CLOUD FILM MEDIA\PROXIES\A030_02010216_C027_Proxy.mp4,52.375
549,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010218_C028_Proxy.mp4,20.0
550,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010218_C029_Proxy.mp4,33.708333
551,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010219_C030_Proxy.mp4,81.583333
552,Gray and Pink,E:\CLOUD FILM MEDIA\PROXIES\A030_02010238_C031_Proxy.mp4,23.291667
553,Teal and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02010239_C032_Proxy.mp4,26.958333
554,LightCoral and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010241_C033_Proxy.mp4,4.375
555,LightCoral and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010241_C034_Proxy.mp4,21.458333
556,LightCoral and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010242_C035_Proxy.mp4,13.583333
557,LightCoral and Gray,E:\CLOUD FILM MEDIA\PROXIES\A030_02010242_C036_Proxy.mp4,10.083333
558,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A030_02010246_C037_Proxy.mp4,6.5
559,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A030_02010246_C038_Proxy.mp4,62.416667
560,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010249_C039_Proxy.mp4,7.458333
561,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010250_C040_Proxy.mp4,43.083333
562,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010251_C041_Proxy.mp4,29.0
563,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02010252_C042_Proxy.mp4,6.041667
564,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010252_C043_Proxy.mp4,8.166667
565,Teal and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02010252_C044_Proxy.mp4,26.791667
566,Teal and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02010253_C045_Proxy.mp4,35.208333
567,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010253_C046_Proxy.mp4,46.833333
568,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010254_C047_Proxy.mp4,16.958333
569,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010309_C048_Proxy.mp4,30.291667
570,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010310_C049_Proxy.mp4,12.291667
571,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010311_C050_Proxy.mp4,13.833333
572,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010418_C051_Proxy.mp4,1550.0
573,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02010445_C052_Proxy.mp4,68.083333
574,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010446_C053_Proxy.mp4,13.958333
575,LightCoral and MintGreen,E:\CLOUD FILM MEDIA\PROXIES\A030_02010446_C054_Proxy.mp4,39.333333
576,Teal and Gray,E:\CLOUD FILM MEDIA\PROXIES\A030_02010447_C055_Proxy.mp4,3.791667
577,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02010447_C056_Proxy.mp4,13.5
578,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010448_C057_Proxy.mp4,21.833333
579,Black and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010448_C058_Proxy.mp4,10.083333
580,Black and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010448_C059_Proxy.mp4,15.083333
581,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010503_C060_Proxy.mp4,8.083333
582,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02010503_C061_Proxy.mp4,6.875
583,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A030_02010503_C062_Proxy.mp4,5.916667
584,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A030_02010503_C063_Proxy.mp4,2.083333
585,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02010503_C064_Proxy.mp4,17.666667
586,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A030_02010533_C065_Proxy.mp4,5.083333
587,Teal and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010533_C066_Proxy.mp4,92.25
588,Black and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02010533_C067_Proxy.mp4,25.208333
589,Black and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02010534_C068_Proxy.mp4,124.291667
590,Teal and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02010538_C069_Proxy.mp4,40.333333
591,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02010539_C070_Proxy.mp4,129.0
592,Black and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010540_C071_Proxy.mp4,71.5
593,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A030_02010633_C072_Proxy.mp4,8.125
594,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A030_02010633_C073_Proxy.mp4,14.291667
595,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A030_02010633_C074_Proxy.mp4,53.458333
596,Teal and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02010634_C075_Proxy.mp4,81.666667
597,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010637_C076_Proxy.mp4,27.458333
598,Rose and Cyan,E:\CLOUD FILM MEDIA\PROXIES\A030_02010709_C077_Proxy.mp4,17.458333
599,Teal and White,E:\CLOUD FILM MEDIA\PROXIES\A030_02010710_C078_Proxy.mp4,109.208333
600,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010712_C079_Proxy.mp4,42.458333
601,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010714_C080_Proxy.mp4,125.375
602,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010718_C081_Proxy.mp4,63.041667
603,Teal and Purple,E:\CLOUD FILM MEDIA\PROXIES\A030_02010719_C082_Proxy.mp4,203.875
604,Dolly and Malibu,E:\CLOUD FILM MEDIA\PROXIES\A030_02010722_C083_Proxy.mp4,2.5
605,Teal and White,E:\CLOUD FILM MEDIA\PROXIES\A030_02010723_C084_Proxy.mp4,1.875
606,White and Gray,E:\CLOUD FILM MEDIA\PROXIES\A030_02010723_C085_Proxy.mp4,20.0
607,Teal and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010723_C086_Proxy.mp4,26.25
608,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A030_02010724_C087_Proxy.mp4,14.666667
609,LightCoral and SpringGreen,E:\CLOUD FILM MEDIA\PROXIES\A030_02010725_C088_Proxy.mp4,35.5
610,Gray and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02010725_C089_Proxy.mp4,18.916667
611,Gray and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02010726_C090_Proxy.mp4,2.625
612,Gray and Olive,E:\CLOUD FILM MEDIA\PROXIES\A030_02010726_C091_Proxy.mp4,1.666667
613,Dolly and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010756_C092_Proxy.mp4,11.916667
614,LightCoral and SpringGreen,E:\CLOUD FILM MEDIA\PROXIES\A030_02010757_C093_Proxy.mp4,8.125
615,Dolly and DeepSkyBlue,E:\CLOUD FILM MEDIA\PROXIES\A030_02010758_C094_Proxy.mp4,5.583333
616,LightCoral and Cyan,E:\CLOUD FILM MEDIA\PROXIES\A030_02010758_C095_Proxy.mp4,10.666667
617,Teal and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010758_C096_Proxy.mp4,7.0
618,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A030_02010758_C097_Proxy.mp4,7.041667
619,Black and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010759_C098_Proxy.mp4,13.25
620,Dolly and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010912_C099_Proxy.mp4,5.166667
621,LightCoral and MintGreen,E:\CLOUD FILM MEDIA\PROXIES\A030_02010912_C100_Proxy.mp4,14.875
622,Dolly and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010913_C101_Proxy.mp4,11.291667
623,Black and Olive,E:\CLOUD FILM MEDIA\PROXIES\A030_02010926_C102_Proxy.mp4,25.75
624,Dolly and Orange,E:\CLOUD FILM MEDIA\PROXIES\A030_02010927_C103_Proxy.mp4,21.541667
625,Gray and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02010927_C104_Proxy.mp4,7.375
626,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A030_02010927_C105_Proxy.mp4,16.75
627,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010930_C106_Proxy.mp4,32.5
628,Gray and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02010931_C107_Proxy.mp4,37.583333
629,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02010932_C108_Proxy.mp4,44.375
630,White and Dolly,E:\CLOUD FILM MEDIA\PROXIES\A030_02010932_C109_Proxy.mp4,40.416667
631,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010934_C110_Proxy.mp4,11.0
632,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010934_C111_Proxy.mp4,49.625
633,Navy and Olive,E:\CLOUD FILM MEDIA\PROXIES\A030_02010935_C112_Proxy.mp4,13.166667
634,DarkRed and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010936_C113_Proxy.mp4,41.166667
635,DarkRed and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010938_C114_Proxy.mp4,25.083333
636,DarkRed and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010939_C115_Proxy.mp4,38.083333
637,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010939_C116_Proxy.mp4,12.375
638,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010940_C117_Proxy.mp4,13.0
639,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010940_C118_Proxy.mp4,17.291667
640,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010940_C119_Proxy.mp4,14.75
641,Gray and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010941_C120_Proxy.mp4,3.916667
642,Gray and Dolly,E:\CLOUD FILM MEDIA\PROXIES\A030_02010942_C121_Proxy.mp4,15.458333
643,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010942_C122_Proxy.mp4,9.541667
644,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02010942_C123_Proxy.mp4,8.0
645,Gray and Dolly,E:\CLOUD FILM MEDIA\PROXIES\A030_02010942_C124_Proxy.mp4,5.666667
646,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010943_C125_Proxy.mp4,4.041667
647,Teal and Purple,E:\CLOUD FILM MEDIA\PROXIES\A030_02010950_C126_Proxy.mp4,4.541667
648,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02010951_C127_Proxy.mp4,11.75
649,Black and Rose,E:\CLOUD FILM MEDIA\PROXIES\A030_02010952_C128_Proxy.mp4,5.791667
650,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010952_C129_Proxy.mp4,24.041667
651,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02010952_C130_Proxy.mp4,52.5
652,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02010954_C131_Proxy.mp4,20.875
653,Teal and Purple,E:\CLOUD FILM MEDIA\PROXIES\A030_02010955_C132_Proxy.mp4,5.333333
654,Navy and Olive,E:\CLOUD FILM MEDIA\PROXIES\A030_02010955_C133_Proxy.mp4,41.916667
655,Black and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010956_C134_Proxy.mp4,5.541667
656,Black and Rose,E:\CLOUD FILM MEDIA\PROXIES\A030_02010956_C135_Proxy.mp4,56.625
657,Black and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02010957_C136_Proxy.mp4,9.0
658,Gray,E:\CLOUD FILM MEDIA\PROXIES\A030_02010958_C137_Proxy.mp4,28.708333
659,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02010958_C138_Proxy.mp4,45.875
660,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02020053_C139_Proxy.mp4,46.541667
661,Teal and Gray,E:\CLOUD FILM MEDIA\PROXIES\A030_02020054_C140_Proxy.mp4,31.916667
662,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A030_02020055_C141_Proxy.mp4,11.833333
663,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02020055_C142_Proxy.mp4,12.083333
664,Teal and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02020055_C143_Proxy.mp4,16.791667
665,Teal and Gray,E:\CLOUD FILM MEDIA\PROXIES\A030_02020056_C144_Proxy.mp4,19.833333
666,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A030_02020057_C145_Proxy.mp4,11.458333
667,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02020057_C146_Proxy.mp4,12.708333
668,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02020057_C147_Proxy.mp4,40.166667
669,Black and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02020058_C148_Proxy.mp4,28.125
670,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02020059_C149_Proxy.mp4,48.208333
671,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02020100_C150_Proxy.mp4,41.875
672,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A030_02020101_C151_Proxy.mp4,22.375
673,Navy and Green,E:\CLOUD FILM MEDIA\PROXIES\A030_02020101_C152_Proxy.mp4,71.666667
674,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02020103_C153_Proxy.mp4,23.958333
675,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A030_02020103_C154_Proxy.mp4,22.791667
676,LightCoral and Teal,E:\CLOUD FILM MEDIA\PROXIES\A030_02020104_C155_Proxy.mp4,10.833333
677,Teal and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A030_02020105_C156_Proxy.mp4,12.666667
678,Teal and Red,E:\CLOUD FILM MEDIA\PROXIES\A030_02020105_C157_Proxy.mp4,23.458333
679,Dolly and Pink,E:\CLOUD FILM MEDIA\PROXIES\A030_02020157_C158_Proxy.mp4,1.75
680,Dolly and Pink,E:\CLOUD FILM MEDIA\PROXIES\A030_02020157_C159_Proxy.mp4,84.666667
681,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A032_02020330_C001_Proxy.mp4,32.25
682,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A032_02020331_C002_Proxy.mp4,17.458333
683,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020332_C003_Proxy.mp4,3.791667
684,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020332_C004_Proxy.mp4,20.5
685,Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020333_C005_Proxy.mp4,10.791667
686,Teal and Malibu,E:\CLOUD FILM MEDIA\PROXIES\A032_02020333_C006_Proxy.mp4,17.541667
687,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A032_02020334_C007_Proxy.mp4,11.541667
688,Dolly and Pink,E:\CLOUD FILM MEDIA\PROXIES\A032_02020334_C008_Proxy.mp4,12.25
689,Green and Navy,E:\CLOUD FILM MEDIA\PROXIES\A032_02020335_C009_Proxy.mp4,13.833333
690,LightCoral and Anakiwa,E:\CLOUD FILM MEDIA\PROXIES\A032_02020335_C010_Proxy.mp4,11.083333
691,Dolly and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A032_02020336_C011_Proxy.mp4,10.125
692,LightCoral and Cyan,E:\CLOUD FILM MEDIA\PROXIES\A032_02020336_C012_Proxy.mp4,7.125
693,LightCoral and Cyan,E:\CLOUD FILM MEDIA\PROXIES\A032_02020336_C013_Proxy.mp4,6.083333
694,Dolly and LightCoral,E:\CLOUD FILM MEDIA\PROXIES\A032_02020337_C014_Proxy.mp4,12.958333
695,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020338_C015_Proxy.mp4,10.291667
696,LightCoral and Anakiwa,E:\CLOUD FILM MEDIA\PROXIES\A032_02020338_C016_Proxy.mp4,20.041667
697,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020338_C017_Proxy.mp4,40.041667
698,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020339_C018_Proxy.mp4,0.916667
699,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020340_C019_Proxy.mp4,38.166667
700,Dolly and Malibu,E:\CLOUD FILM MEDIA\PROXIES\A032_02020340_C020_Proxy.mp4,8.583333
701,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020341_C021_Proxy.mp4,25.375
702,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020342_C022_Proxy.mp4,18.916667
703,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020342_C023_Proxy.mp4,7.583333
704,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020342_C024_Proxy.mp4,6.833333
705,Gray and White,E:\CLOUD FILM MEDIA\PROXIES\A032_02020343_C025_Proxy.mp4,16.375
706,Teal and Gray,E:\CLOUD FILM MEDIA\PROXIES\A032_02020344_C026_Proxy.mp4,35.0
707,Teal and Anakiwa,E:\CLOUD FILM MEDIA\PROXIES\A032_02020401_C027_Proxy.mp4,11.625
708,Teal and Gray,E:\CLOUD FILM MEDIA\PROXIES\A032_02020401_C028_Proxy.mp4,33.541667
709,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020402_C029_Proxy.mp4,8.458333
710,Teal and Black,E:\CLOUD FILM MEDIA\PROXIES\A032_02020402_C030_Proxy.mp4,3.958333
711,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020402_C031_Proxy.mp4,44.0
712,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020403_C032_Proxy.mp4,5.625
713,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020403_C033_Proxy.mp4,2.5
714,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020403_C034_Proxy.mp4,4.458333
715,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020403_C035_Proxy.mp4,5.333333
716,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020403_C036_Proxy.mp4,22.333333
717,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020404_C037_Proxy.mp4,2.875
718,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020404_C038_Proxy.mp4,11.875
719,Teal and Gray,E:\CLOUD FILM MEDIA\PROXIES\A032_02020405_C039_Proxy.mp4,17.083333
720,Black and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020405_C040_Proxy.mp4,6.875
721,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A032_02020405_C041_Proxy.mp4,3.291667
722,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020405_C042_Proxy.mp4,69.875
723,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A032_02020407_C043_Proxy.mp4,8.875
724,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A032_02020407_C044_Proxy.mp4,22.625
725,Teal and Olive,E:\CLOUD FILM MEDIA\PROXIES\A032_02020407_C045_Proxy.mp4,32.625
726,Malibu and Anakiwa,E:\CLOUD FILM MEDIA\PROXIES\A032_02020408_C046_Proxy.mp4,5.166667
727,Malibu and MintGreen,E:\CLOUD FILM MEDIA\PROXIES\A032_02020408_C047_Proxy.mp4,3.083333
728,Malibu and Anakiwa,E:\CLOUD FILM MEDIA\PROXIES\A032_02020408_C048_Proxy.mp4,3.666667
729,Teal and Gray,E:\CLOUD FILM MEDIA\PROXIES\A032_02020410_C049_Proxy.mp4,10.083333
730,Teal and Pink,E:\CLOUD FILM MEDIA\PROXIES\A032_02020410_C050_Proxy.mp4,4.083333
731,Teal and DarkRed,E:\CLOUD FILM MEDIA\PROXIES\A032_02020410_C051_Proxy.mp4,31.041667
732,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020411_C052_Proxy.mp4,14.0
733,Gray,E:\CLOUD FILM MEDIA\PROXIES\A032_02020411_C053_Proxy.mp4,8.375
734,Gray,E:\CLOUD FILM MEDIA\PROXIES\A032_02020411_C054_Proxy.mp4,6.583333
735,Gray and Teal,E:\CLOUD FILM MEDIA\PROXIES\A032_02020411_C055_Proxy.mp4,3.916667
736,Gray and Black,E:\CLOUD FILM MEDIA\PROXIES\A032_02020411_C056_Proxy.mp4,34.583333
